Date,Employee Name,Employee ID,Tenure,Compensation (Monthly),Date of Birth,Gender,Education,HR Event,Region,Business Function,Job Family,Job Level,Notes,Distinct ID
5/31/2016,Laura Wolfe,5pLbSNVX23feqQKgWoTK7F,24,6133.4,7/10/1974,Female,BS,UPDATED,US,Operations,Support,Entry,,TRUE
7/18/2015,Marlene Gavin,ieudPyxGkpaZFmN5vn7DbL,0,5599.7,9/27/1973,Female,High School,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
7/17/2016,Marlene Gavin,ieudPyxGkpaZFmN5vn7DbL,12,5849.14,9/27/1973,Female,High School,UPDATED,US,Sales,Acct Mgmt,Senior,,TRUE
2/26/2016,Nellie Gill,jCmxxCzrWrn4MGHkNBjNZc,0,10539.73,11/11/1986,Female,MS,HIRED,US,Corporate,Human Resources,Manager,,FALSE
6/22/2015,Margaret Sease,jpQtd8Lhyn3UTFL7qMCdZ7,0,5364.26,10/25/1970,Female,BS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
3/29/2016,Sara Trovillion,FF2AUX3nqa87KZgVdehzqT,0,5801.34,6/21/1972,Female,BS,HIRED,US,Operations,Support,Entry,,FALSE
2/27/2016,Faye Buresh,WeXdKGfhNWM3XoBuuCf8Bb,0,7006.16,9/24/1980,Female,BS,HIRED,US,Development,R&D,Entry,,FALSE
8/31/2014,Thomas Stewart,NEohP5JwbQb97MncqfJ3b8,0,6916.57,6/11/1977,Male,BS,HIRED,US,Operations,Support,Entry,,FALSE
8/30/2016,Thomas Stewart,NEohP5JwbQb97MncqfJ3b8,24,7273.95,6/11/1977,Male,BS,UPDATED,US,Operations,Support,Entry,,TRUE
8/31/2015,Thomas Stewart,NEohP5JwbQb97MncqfJ3b8,12,7507.67,6/11/1977,Male,BS,UPDATED,US,Operations,Support,Entry,,FALSE
6/4/2015,Jeanette Jolly,r35ukFGQQiomXV5cXjQndN,0,9077.94,7/11/1975,Female,BS,HIRED,US,Development,R&D,Manager,,FALSE
10/7/2015,Stephen Morales,rZcuzmM8PDjcoQpd2mTqLa,0,8141.93,10/9/1976,Male,MS,HIRED,US,Sales,Acct Mgmt,VP & above,,FALSE
6/11/2012,Robert Do,r5bwwyGZRViCt2ytvPdWQY,0,8355.67,5/13/1977,Male,BS,HIRED,US,Development,R&D,Entry,,FALSE
6/11/2015,Robert Do,r5bwwyGZRViCt2ytvPdWQY,36,8688.75,5/13/1977,Male,BS,UPDATED,US,Development,R&D,Entry,,TRUE
5/6/2015,Robert Do,r5bwwyGZRViCt2ytvPdWQY,34,8688.75,5/13/1977,Male,BS,UPDATED,US,Development,R&D,Manager,,FALSE
7/17/2015,Robert Do,r5bwwyGZRViCt2ytvPdWQY,37,8688.75,5/13/1977,Male,BS,SEPARATED,US,Development,R&D,Manager,retirement,FALSE
9/2/2016,Lawrence Bankard,3ZtojhqCBsGj3mDT5YT9qJ,0,6701.96,7/1/1977,Male,BS,HIRED,US,Operations,Support,Entry,,FALSE
9/21/2016,Charles Carrabine,gXeRHd9zbocH8nwYPCqhpC,0,6821.82,7/23/1978,Male,MS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
10/11/2014,Christopher Long,hZ9bsTfZwqVFgVsKYT3MsY,0,13602.32,1/27/1992,Male,MS,HIRED,US,Corporate,Executive Team,VP & above,,FALSE
10/10/2016,Christopher Long,hZ9bsTfZwqVFgVsKYT3MsY,24,14416.8,1/27/1992,Male,MS,UPDATED,US,Corporate,Executive Team,VP & above,,TRUE
3/2/2015,Peter Lewallen,7zPAzeBjNdvrhejbG9CBga,0,7564.24,7/11/1980,Male,BS,HIRED,US,Operations,Engineering,Senior,,FALSE
3/1/2016,Peter Lewallen,7zPAzeBjNdvrhejbG9CBga,12,8369.5,7/11/1980,Male,BS,UPDATED,US,Operations,Engineering,Senior,,TRUE
11/17/2016,Victor Mason,tew75Zco3H6L5PobWFiB5Q,0,6816.76,3/17/1975,Male,High School,HIRED,US,Operations,Support,Entry,,FALSE
3/20/2016,Charles Martin,naCKHHXvV3FA43pTCW8ocb,0,7475.12,12/28/1970,Male,BS,HIRED,US,Sales,Acct Mgmt,Manager,,FALSE
8/31/2016,Anita Bozeman,carvoeyFeVL3sqNGWeSXvR,0,7000.18,6/11/1983,Female,MS,HIRED,US,Development,Quality,Entry,,FALSE
3/2/2016,Cheryl Cruz,4k8Snkpuyhx6nWrPjkNqcf,0,5807.35,4/7/1980,Female,High School,HIRED,US,Operations,Engineering,Entry,,FALSE
8/17/2015,James Dunn,gNs6w2wmAUUXTdcYiPtbgN,0,5166.26,1/27/1968,Male,BS,HIRED,US,Marketing,Product Management,Entry,,FALSE
8/16/2016,James Dunn,gNs6w2wmAUUXTdcYiPtbgN,12,5578.03,1/27/1968,Male,BS,UPDATED,US,Marketing,Product Management,Entry,,TRUE
2/23/2016,Roy Darrin,UND9NYXet44PnmnBVWQBU2,0,13626.38,12/6/1976,Male,MS,HIRED,US,Corporate,Legal,VP & above,,FALSE
1/28/2014,Richard Adamski,tKWnAEr2e9EsmuGBkuYf7T,0,10354.42,8/30/1981,Male,BS,HIRED,US,Development,R&D,Manager,,FALSE
1/28/2016,Richard Adamski,tKWnAEr2e9EsmuGBkuYf7T,24,10992.42,8/30/1981,Male,BS,UPDATED,US,Development,R&D,Manager,,TRUE
1/28/2015,Richard Adamski,tKWnAEr2e9EsmuGBkuYf7T,12,11610.73,8/30/1981,Male,BS,UPDATED,US,Development,R&D,Manager,,FALSE
10/23/2016,George Rivera,uh9G3mCVoiv54iwwpdiQvV,0,5657.71,9/12/1977,Male,BS,HIRED,US,Marketing,Product Management,Senior,,FALSE
8/28/2016,Ellis Graves,HgiKbe5LvkqfQ7bTbzox6h,0,9278.45,1/20/1982,Male,MS,HIRED,US,Development,R&D,Senior,,FALSE
2/18/2016,Terry Gwynn,ndgQfdkhPR88J4uhbxzJYH,0,13527.9,6/24/1977,Male,High School,HIRED,US,Corporate,Human Resources,VP & above,,FALSE
12/30/2013,Kathleen Devos,J7DFBQ79Lmvwzzn4KqLumi,0,5810.27,9/20/1974,Female,BS,HIRED,US,Operations,Support,Entry,,FALSE
12/30/2015,Kathleen Devos,J7DFBQ79Lmvwzzn4KqLumi,24,6195.91,9/20/1974,Female,BS,UPDATED,US,Operations,Support,Entry,,TRUE
10/2/2016,Kathleen Devos,J7DFBQ79Lmvwzzn4KqLumi,33,6195.91,9/20/1974,Female,BS,SEPARATED,US,Operations,Support,Entry,life event,FALSE
3/13/2016,Lawanda Hoag,SEHYqPt2Lavmrnj33Ga5hJ,0,5722.99,8/30/1972,Female,MS,HIRED,US,Operations,Support,Entry,,FALSE
12/14/2016,Jessica Levitsky,DaoBA7VWnicrwFfu3iGNVj,0,11636.89,1/17/1973,Female,BS,HIRED,US,Corporate,Executive Team,VP & above,,FALSE
2/23/2014,Heather White,pPF9rAkwCYQnUmkAPtyHmG,0,5556.11,11/8/1972,Female,MS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
5/12/2015,Heather White,pPF9rAkwCYQnUmkAPtyHmG,14,5556.11,11/8/1972,Female,MS,UPDATED,US,Sales,Acct Mgmt,Manager,,TRUE
2/23/2015,Heather White,pPF9rAkwCYQnUmkAPtyHmG,12,5817.74,11/8/1972,Female,MS,UPDATED,US,Sales,Acct Mgmt,Manager,,FALSE
2/8/2011,Elizabeth Weinstein,KBnAkFSbyacZUXBg9A5SUW,0,5451.04,12/24/1975,Female,BS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
11/1/2016,Elizabeth Weinstein,KBnAkFSbyacZUXBg9A5SUW,68,5451.04,12/24/1975,Female,BS,UPDATED,US,Sales,Acct Mgmt,VP & above,,TRUE
2/7/2016,Elizabeth Weinstein,KBnAkFSbyacZUXBg9A5SUW,60,5897.48,12/24/1975,Female,BS,UPDATED,US,Sales,Acct Mgmt,VP & above,,FALSE
2/7/2015,Elizabeth Weinstein,KBnAkFSbyacZUXBg9A5SUW,48,6166.16,12/24/1975,Female,BS,UPDATED,US,Sales,Acct Mgmt,VP & above,,FALSE
2/7/2013,Elizabeth Weinstein,KBnAkFSbyacZUXBg9A5SUW,24,6378.7,12/24/1975,Female,BS,UPDATED,US,Sales,Acct Mgmt,VP & above,,FALSE
2/8/2012,Elizabeth Weinstein,KBnAkFSbyacZUXBg9A5SUW,12,6936.8,12/24/1975,Female,BS,UPDATED,US,Sales,Acct Mgmt,VP & above,,FALSE
12/5/2014,Jacinto Lopez,T7SV3EbSjAmBjhxS9rdUxi,0,6627.34,10/26/1974,Male,BS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
12/4/2016,Jacinto Lopez,T7SV3EbSjAmBjhxS9rdUxi,24,7074.3,10/26/1974,Male,BS,UPDATED,US,Sales,Acct Mgmt,Senior,,TRUE
12/5/2015,Jacinto Lopez,T7SV3EbSjAmBjhxS9rdUxi,12,7397.18,10/26/1974,Male,BS,UPDATED,US,Sales,Acct Mgmt,Senior,,FALSE
12/27/2016,Gerald Stickler,V3eJbj8zYFLZFnMgEU4PDY,0,6503.56,8/13/1975,Male,BS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
2/11/2015,Jeri Blankenship,HhnovttyUE9tMZbrBXxqMN,0,5807.8,1/29/1975,Female,BS,HIRED,US,Operations,Engineering,Entry,,FALSE
12/1/2016,Jeri Blankenship,HhnovttyUE9tMZbrBXxqMN,21,5807.8,1/29/1975,Female,BS,UPDATED,US,Operations,Engineering,Senior,,TRUE
2/11/2016,Jeri Blankenship,HhnovttyUE9tMZbrBXxqMN,12,6184.52,1/29/1975,Female,BS,UPDATED,US,Operations,Engineering,Senior,,FALSE
3/29/2013,Adrian Lucas,xob9nSxa74BF9sbd5WPDic,0,6605.99,9/14/1973,Male,MS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
3/28/2016,Adrian Lucas,xob9nSxa74BF9sbd5WPDic,36,6949.56,9/14/1973,Male,MS,UPDATED,US,Sales,Acct Mgmt,Senior,,TRUE
7/17/2015,Adrian Lucas,xob9nSxa74BF9sbd5WPDic,27,6949.56,9/14/1973,Male,MS,UPDATED,US,Sales,Acct Mgmt,Manager,,FALSE
3/29/2015,Adrian Lucas,xob9nSxa74BF9sbd5WPDic,24,6983.16,9/14/1973,Male,MS,UPDATED,US,Sales,Acct Mgmt,Manager,,FALSE
10/26/2015,Naomi Daniel,ecYz8poUXHN3kP26636GZ3,0,6075.97,4/16/1981,Female,BS,HIRED,US,Sales,Acct Mgmt,Manager,,FALSE
10/25/2016,Naomi Daniel,ecYz8poUXHN3kP26636GZ3,11,6540.57,4/16/1981,Female,BS,UPDATED,US,Sales,Acct Mgmt,Manager,,TRUE
10/9/2016,Adelaide Hobbs,Ue66LwonY5BFLFvQGyHXVQ,0,5722.09,9/24/1980,Female,MS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
12/15/2016,Adelaide Hobbs,Ue66LwonY5BFLFvQGyHXVQ,2,5722.09,9/24/1980,Female,MS,UPDATED,US,Sales,Acct Mgmt,Manager,,TRUE
4/4/2015,Lauren Mason,bfpUbGFBW9bQcJFJhdtzB9,0,9937.54,4/20/1977,Female,BS,HIRED,US,Development,R&D,VP & above,,FALSE
4/3/2016,Lauren Mason,bfpUbGFBW9bQcJFJhdtzB9,12,10713.64,4/20/1977,Female,BS,UPDATED,US,Development,R&D,VP & above,,TRUE
10/30/2016,Ronald Ledford,eyFoPjdEknsnDWosxfgC8J,0,5630.56,5/25/1975,Male,MS,HIRED,US,Marketing,Advertising,Senior,,FALSE
11/9/2016,Everett Wilgus,oPqtW8e965xxTst2dA3Lce,0,6489.47,11/13/1961,Male,BS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
3/5/2015,Monica Erdmann,VwUXxJKYuTLMDmm3vgXosg,0,5526.46,9/16/1977,Female,BS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
3/4/2016,Monica Erdmann,VwUXxJKYuTLMDmm3vgXosg,12,5601.75,9/16/1977,Female,BS,UPDATED,US,Sales,Acct Mgmt,Senior,,TRUE
5/3/2016,Donna Ahmadi,tVPZnVncxihkNbC8zGypvJ,0,5471.57,1/24/1971,Female,BS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
2/7/2015,Mark Dimick,Bi73YaAXtXxYvTbTzyKD6f,0,6491.18,5/5/1982,Male,Associate,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
5/20/2016,Mark Dimick,Bi73YaAXtXxYvTbTzyKD6f,15,6491.18,5/5/1982,Male,Associate,UPDATED,US,Sales,Acct Mgmt,Manager,,TRUE
2/7/2016,Mark Dimick,Bi73YaAXtXxYvTbTzyKD6f,12,7044.1,5/5/1982,Male,Associate,UPDATED,US,Sales,Acct Mgmt,Manager,,FALSE
11/15/2015,Robert Garcia,d3JVvGnVddaNX7Drf2YMCK,0,6646.65,5/1/1973,Male,PhD,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
3/7/2014,Gordon Simpkins,TLbKdBaDmxZF7fbNNipGjX,0,8219.82,11/20/1981,Male,BS,HIRED,US,Sales,Acct Mgmt,VP & above,,FALSE
12/11/2016,Gordon Simpkins,TLbKdBaDmxZF7fbNNipGjX,33,8219.82,11/20/1981,Male,BS,UPDATED,US,Corporate,Executive Team,VP & above,,TRUE
3/7/2015,Gordon Simpkins,TLbKdBaDmxZF7fbNNipGjX,12,8904.42,11/20/1981,Male,BS,UPDATED,US,Corporate,Executive Team,VP & above,,FALSE
1/30/2015,Mary Knuckles,HGdCZjvw8Fm4QaSbhtuBmg,0,7031.66,7/7/1972,Female,BS,HIRED,US,Operations,Engineering,Manager,,FALSE
6/5/2012,Barbara Helms,BPBQig6HL2sYCwx2oUmxaD,0,5794.05,10/9/1985,Female,Associate,HIRED,US,Operations,Support,Entry,,FALSE
8/6/2016,Barbara Helms,BPBQig6HL2sYCwx2oUmxaD,50,5794.05,10/9/1985,Female,Associate,UPDATED,US,Operations,Engineering,Senior,,TRUE
6/4/2016,Barbara Helms,BPBQig6HL2sYCwx2oUmxaD,48,6121.79,10/9/1985,Female,Associate,UPDATED,US,Operations,Engineering,Senior,,FALSE
5/25/2016,Barbara Helms,BPBQig6HL2sYCwx2oUmxaD,47,6121.79,10/9/1985,Female,Associate,UPDATED,US,Operations,Engineering,Manager,,FALSE
6/5/2015,Barbara Helms,BPBQig6HL2sYCwx2oUmxaD,36,6471.58,10/9/1985,Female,Associate,UPDATED,US,Operations,Engineering,Manager,,FALSE
6/5/2013,Barbara Helms,BPBQig6HL2sYCwx2oUmxaD,12,6846.42,10/9/1985,Female,Associate,UPDATED,US,Operations,Engineering,Manager,,FALSE
6/8/2012,Barbara Helms,BPBQig6HL2sYCwx2oUmxaD,0,6846.42,10/9/1985,Female,Associate,UPDATED,US,Development,R&D,Entry,,FALSE
1/16/2013,Donald Gallagher,2j7Wjkr9A8sNVYhsMa7hz5,0,5079.54,10/3/1976,Male,BS,HIRED,US,Marketing,Product Management,Entry,,FALSE
1/16/2016,Donald Gallagher,2j7Wjkr9A8sNVYhsMa7hz5,36,5286.81,10/3/1976,Male,BS,UPDATED,US,Marketing,Product Management,Entry,,TRUE
1/16/2015,Donald Gallagher,2j7Wjkr9A8sNVYhsMa7hz5,24,5735.47,10/3/1976,Male,BS,UPDATED,US,Marketing,Product Management,Entry,,FALSE
9/20/2016,Donald Gallagher,2j7Wjkr9A8sNVYhsMa7hz5,44,5735.47,10/3/1976,Male,BS,SEPARATED,US,Marketing,Product Management,Entry,alternative opportunity,FALSE
7/29/2011,Nancy Richardson,2ovkD7jpxQpjEJkthfQiVi,0,7879.02,8/30/1968,Female,BS,HIRED,US,Development,R&D,Senior,,FALSE
7/27/2016,Nancy Richardson,2ovkD7jpxQpjEJkthfQiVi,60,8271.44,8/30/1968,Female,BS,UPDATED,US,Development,R&D,Senior,,TRUE
7/31/2014,Nancy Richardson,2ovkD7jpxQpjEJkthfQiVi,36,8271.44,8/30/1968,Female,BS,UPDATED,US,Development,R&D,Manager,,FALSE
7/28/2014,Nancy Richardson,2ovkD7jpxQpjEJkthfQiVi,36,8856.82,8/30/1968,Female,BS,UPDATED,US,Development,R&D,Manager,,FALSE
7/28/2013,Nancy Richardson,2ovkD7jpxQpjEJkthfQiVi,24,9405.92,8/30/1968,Female,BS,UPDATED,US,Development,R&D,Manager,,FALSE
7/28/2012,Nancy Richardson,2ovkD7jpxQpjEJkthfQiVi,12,10115.88,8/30/1968,Female,BS,UPDATED,US,Development,R&D,Manager,,FALSE
9/21/2011,Nancy Richardson,2ovkD7jpxQpjEJkthfQiVi,1,10115.88,8/30/1968,Female,BS,UPDATED,US,Development,R&D,VP & above,,FALSE
9/12/2016,Nancy Richardson,2ovkD7jpxQpjEJkthfQiVi,61,10115.88,8/30/1968,Female,BS,SEPARATED,US,Development,R&D,VP & above,personal situation,FALSE
11/18/2016,Virginia Langenfeld,CDiPEZ4zLE5nSbCuheKoEf,0,5695.19,6/4/1975,Female,BS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
12/15/2016,Jason Vasquez,DvAk4cgo4pPbfh75VEi4sX,0,6731.67,2/13/1975,Male,High School,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
3/8/2016,Heather Baillie,kTecv7weJxs55YZH6aBmu4,0,7800.92,8/15/1972,Female,BS,HIRED,US,Development,R&D,Senior,,FALSE
12/20/2014,Stephen Cambre,bxadxL7T7VerXTsakjAN8V,0,6822.2,10/1/1981,Male,BS,HIRED,US,Operations,Support,Entry,,FALSE
12/19/2016,Stephen Cambre,bxadxL7T7VerXTsakjAN8V,24,7421.51,10/1/1981,Male,BS,UPDATED,US,Operations,Support,Entry,,TRUE
12/20/2015,Stephen Cambre,bxadxL7T7VerXTsakjAN8V,12,7971.08,10/1/1981,Male,BS,UPDATED,US,Operations,Support,Entry,,FALSE
11/29/2016,Bruce Duca,UevzvWBPwV9dZVAXtYf4dT,0,6635.47,12/16/1969,Male,BS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
11/8/2016,Bessie Mallard,WRH38Pph9FX4ots9keBeP3,0,6975.2,5/6/1968,Female,PhD,HIRED,US,Development,R&D,Entry,,FALSE
1/9/2015,Anthony Smith,vx7742AGrmixXncRBC4MDK,0,6538.79,10/25/1983,Male,BS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
1/9/2016,Anthony Smith,vx7742AGrmixXncRBC4MDK,12,7068.68,10/25/1983,Male,BS,UPDATED,US,Sales,Acct Mgmt,Senior,,TRUE
1/3/2016,Elizabeth Jimenez,osQ3bRWkQRmtGUN5xeaugn,0,6962.5,4/30/1972,Female,Associate,HIRED,US,Sales,Acct Mgmt,VP & above,,FALSE
12/24/2016,Chad Fraser,pjVxENZieyAhVsxd7qHeZN,0,7425.99,7/18/1965,Male,BS,HIRED,US,Operations,Support,Senior,,FALSE
11/18/2014,Kim Walker,9iWd7AzpvK4gAC8MsapzhB,0,10681.17,9/26/1967,Female,BS,HIRED,US,Corporate,Human Resources,Manager,,FALSE
11/17/2016,Kim Walker,9iWd7AzpvK4gAC8MsapzhB,24,10982.09,9/26/1967,Female,BS,UPDATED,US,Corporate,Human Resources,Manager,,TRUE
11/18/2015,Kim Walker,9iWd7AzpvK4gAC8MsapzhB,12,11537.72,9/26/1967,Female,BS,UPDATED,US,Corporate,Human Resources,Manager,,FALSE
12/7/2016,Joan Colon,fEjVaEowMPMWeEEdgpHeCk,0,5747.26,11/22/1974,Female,BS,HIRED,US,Operations,Engineering,Entry,,FALSE
9/4/2015,Jesse Broadbent,xtQvakvXt5fxwh4j6AcvV5,0,6458.15,3/14/1975,Male,BS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
8/30/2016,Wm Rhodes,57twu7an6dUs36WVMASYwh,0,6696.4,11/21/1979,Male,BS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
6/29/2014,Brice Oneil,rzt4v9Lr2nA2pQ63Cgitqa,0,11557.07,6/17/1971,Male,BS,HIRED,US,Development,R&D,VP & above,,FALSE
6/28/2016,Brice Oneil,rzt4v9Lr2nA2pQ63Cgitqa,24,12150.41,6/17/1971,Male,BS,UPDATED,US,Development,R&D,VP & above,,TRUE
6/29/2015,Brice Oneil,rzt4v9Lr2nA2pQ63Cgitqa,12,12982.77,6/17/1971,Male,BS,UPDATED,US,Development,R&D,VP & above,,FALSE
1/28/2015,Mary Thorpe,hkxbz2SEtrZ7FAhcuTcSaX,0,4400.33,7/23/1983,Female,BS,HIRED,US,Marketing,Product Management,Entry,,FALSE
1/28/2016,Mary Thorpe,hkxbz2SEtrZ7FAhcuTcSaX,12,4753.22,7/23/1983,Female,BS,UPDATED,US,Marketing,Product Management,Entry,,TRUE
2/21/2015,Jennifer Hauck,XmnrVo3kHZLqwEPufBaEjg,0,5645.87,9/4/1971,Female,BS,HIRED,US,Operations,Engineering,Entry,,FALSE
7/16/2015,Christian Garry,8LQDVpFSgb5d4kJ7vUDkSZ,0,6411.17,3/6/1984,Male,BS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
7/15/2016,Christian Garry,8LQDVpFSgb5d4kJ7vUDkSZ,12,6420.61,3/6/1984,Male,BS,UPDATED,US,Sales,Acct Mgmt,Senior,,TRUE
12/17/2016,Jack Yielding,WDSWVBtyjX7B9pki9JL5BL,0,8504.77,8/15/1990,Male,High School,HIRED,US,Development,R&D,Entry,,FALSE
6/7/2016,Elyse Flores,2z4mnD8ha8xdrD6x7jDy6g,0,8073.08,12/19/1979,Female,BS,HIRED,US,Development,Quality,Senior,,FALSE
5/12/2011,Timothy Hill,99UbZTtjeNjgDgEey7thfB,0,5208.55,4/1/1972,Male,BS,HIRED,US,Marketing,Product Management,Entry,,FALSE
7/12/2015,Timothy Hill,99UbZTtjeNjgDgEey7thfB,50,5208.55,4/1/1972,Male,BS,UPDATED,US,Marketing,Advertising,Senior,,TRUE
5/11/2015,Timothy Hill,99UbZTtjeNjgDgEey7thfB,48,5589.71,4/1/1972,Male,BS,UPDATED,US,Marketing,Advertising,Senior,,FALSE
5/11/2013,Timothy Hill,99UbZTtjeNjgDgEey7thfB,24,6095.72,4/1/1972,Male,BS,UPDATED,US,Marketing,Advertising,Senior,,FALSE
11/29/2015,Timothy Hill,99UbZTtjeNjgDgEey7thfB,54,6095.72,4/1/1972,Male,BS,SEPARATED,US,Marketing,Advertising,Senior,alternative opportunity,FALSE
2/9/2013,Dustin Reichert,nyECAGHRJTVsiym9SNQ2NC,0,5672.38,7/2/1978,Male,PhD,HIRED,US,Marketing,Product Management,Senior,,FALSE
2/9/2016,Dustin Reichert,nyECAGHRJTVsiym9SNQ2NC,36,5946.57,7/2/1978,Male,PhD,UPDATED,US,Marketing,Product Management,Senior,,TRUE
2/10/2013,Casey Kaplan,2fPaLxWwnHHXrJ34EWizbj,0,5823.97,8/2/1977,Female,BS,HIRED,US,Operations,Support,Entry,,FALSE
2/25/2015,Casey Kaplan,2fPaLxWwnHHXrJ34EWizbj,24,5823.97,8/2/1977,Female,BS,UPDATED,US,Operations,Engineering,Manager,,TRUE
2/10/2014,Casey Kaplan,2fPaLxWwnHHXrJ34EWizbj,12,6293.37,8/2/1977,Female,BS,UPDATED,US,Operations,Engineering,Manager,,FALSE
2/15/2015,Allen Francis,2uQD7tVT9u2BZC7vwRLx4Z,0,6646.51,3/27/1983,Male,MS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
2/15/2016,Allen Francis,2uQD7tVT9u2BZC7vwRLx4Z,12,7080.74,3/27/1983,Male,MS,UPDATED,US,Sales,Acct Mgmt,Senior,,TRUE
3/10/2015,Christy Cornejo,5BGqFiDTdSF5Bt23rbBUqh,0,6900.95,11/23/1970,Female,BS,HIRED,US,Development,R&D,Entry,,FALSE
3/9/2016,Christy Cornejo,5BGqFiDTdSF5Bt23rbBUqh,12,7211.94,11/23/1970,Female,BS,UPDATED,US,Development,R&D,Entry,,TRUE
10/8/2016,Deborah Grimm,J4QR5MGq6cH3xGZsSgeh56,0,5501.86,3/16/1982,Female,BS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
7/5/2016,Kenneth Nguyen,bZZojR4ryCfQdcm63na83E,0,13738.8,7/3/1972,Male,Associate,HIRED,US,Corporate,Legal,VP & above,,FALSE
9/5/2016,Charles Christopherso,frNLMDhmLLuLC99QeKAo3C,0,6387.38,3/16/1977,Male,MS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
7/16/2016,Denise Tucker,2ckFmRcb2UQXiyEFtBpcZD,0,5764.27,8/20/1977,Female,BS,HIRED,US,Operations,Engineering,Entry,,FALSE
7/30/2016,Nicholas Childress,Wd7yyK8SZJmrCv7G7gxPNJ,0,8475.68,1/9/1979,Male,High School,HIRED,US,Development,Quality,Entry,,FALSE
7/13/2014,Kim Bontrager,KSbjSEtQkLVeqrfuLQz2gX,0,11532.22,10/14/1977,Female,BS,HIRED,US,Corporate,Executive Team,VP & above,,FALSE
7/12/2016,Kim Bontrager,KSbjSEtQkLVeqrfuLQz2gX,24,12703.43,10/14/1977,Female,BS,UPDATED,US,Corporate,Executive Team,VP & above,,TRUE
7/13/2015,Kim Bontrager,KSbjSEtQkLVeqrfuLQz2gX,12,13309.13,10/14/1977,Female,BS,UPDATED,US,Corporate,Executive Team,VP & above,,FALSE
6/30/2015,Aaron Oneil,b5MzfE3sJtYHmbAbEj3tqR,0,6312.09,8/23/1976,Male,BS,HIRED,US,Sales,Acct Mgmt,Senior,,FALSE
10/11/2016,Aaron Oneil,b5MzfE3sJtYHmbAbEj3tqR,15,6312.09,8/23/1976,Male,BS,UPDATED,US,Sales,Acct Mgmt,Manager,,TRUE
4/15/2013,Maude James,KF5QMLFsmv3zRYAGrapApF,0,6307.18,11/9/1973,Female,BS,HIRED,US,Sales,Acct Mgmt,Manager,,FALSE
11/26/2016,Marie Sieving,ixUz9kweqv5Di2zsDhCuff,0,7103.98,4/17/1974,Female,MS,HIRED,US,Operations,Engineering,Manager,,FALSE
7/5/2016,Linda Heeren,o93FjkUgVyA36D2RJsxV4B,0,4501.69,12/19/1977,Female,MS,HIRED,US,Marketing,Product Management,Entry,,FALSE
6/4/2015,Eliseo Delacruz,4i5HKg3yNZvV9ig3R55vte,0,8741.91,12/29/1975,Male,BS,HIRED,US,Operations,Engineering,Manager,,FALSE
9/1/2014,Mike Franco,JStzzqRj2iu6oba7B3M5DM,0,10539.14,10/2/1967,Male,BS,HIRED,US,Development,R&D,Manager,,FALSE
8/31/2016,Mike Franco,JStzzqRj2iu6oba7B3M5DM,24,11376.3,10/2/1967,Male,BS,UPDATED,US,Development,R&D,Manager,,TRUE
9/1/2015,Mike Franco,JStzzqRj2iu6oba7B3M5DM,12,12226.44,10/2/1967,Male,BS,UPDATED,US,Development,R&D,Manager,,FALSE
12/4/2014,Dreama Chaney,gk2u9kMHZCEvfUnj2tiHSi,0,5809.52,6/14/1974,Female,MS,HIRED,US,Operations,Engineering,Entry,,FALSE
10/5/2016,Dreama Chaney,gk2u9kMHZCEvfUnj2tiHSi,22,5809.52,6/14/1974,Female,MS,UPDATED,US,Operations,Engineering,Manager,,TRUE
10/29/2013,Kathleen Fay,A4SYQsaGTStfAxZV8UHAjX,0,8170.06,2/7/1968,Female,BS,HIRED,US,Development,R&D,Senior,,FALSE
10/28/2016,Kathleen Fay,A4SYQsaGTStfAxZV8UHAjX,36,8534.3,2/7/1968,Female,BS,UPDATED,US,Development,R&D,Senior,,TRUE
10/29/2015,Kathleen Fay,A4SYQsaGTStfAxZV8UHAjX,24,8888.64,2/7/1968,Female,BS,UPDATED,US,Development,R&D,Senior,,FALSE
